序號,避難收容處所名稱,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,預計收容人數,室內,室外,最近AQI站點,最近AQI站點經度,最近AQI站點緯度,距離(km),最近AQI值,風險等級
352,高雄市苓雅區成功國民小學,高雄市苓雅區,苓東里,華新街59號,120.297064,22.613929,920,否,否,高雄站,120.31,22.62,1.49,105,High Risk
353,高雄市前鎮區愛群國民小學,高雄市前鎮區,忠孝里,二聖二路194號,120.312716,22.61396,1000,否,否,高雄站,120.31,22.62,0.73,105,High Risk
354,武侯宮,高雄市大寮區,琉球里,琉球路64號,120.411173,22.613987,200,否,否,高雄站,120.31,22.62,10.41,105,High Risk
355,光武里社區活動中心,高雄市大寮區,光武里,民生路317-1號,120.384658,22.614458,20,否,否,高雄站,120.31,22.62,7.69,105,High Risk
356,高雄市苓洲國民小學,高雄市苓雅區,城西里,四維四路61號,120.3005,22.6145,855,是,否,高雄站,120.31,22.62,1.15,105,High Risk
360,高雄市立英明國民中學,高雄市苓雅區,林貴里,英明路147號,120.324395,22.615251,1382,否,否,高雄站,120.31,22.62,1.57,105,High Risk
366,黃厝北極上帝殿,高雄市大寮區,琉球里,黃厝路35之10號,120.410497,22.616179,200,否,否,高雄站,120.31,22.62,10.32,105,High Risk
368,高雄市大寮區忠義國民小學,高雄市大寮區,忠義里,忠義路1號,120.384143,22.616353,200,否,否,高雄站,120.31,22.62,7.62,105,High Risk
369,高雄市立鳳甲國民中學,高雄市鳳山區,新強里,輜汽路300號,120.342588,22.616576,1917,否,否,高雄站,120.31,22.62,3.37,105,High Risk
370,高雄市鳳山區誠正國民小學,高雄市鳳山區,生明里,黃埔新村國校巷78號,120.363867,22.616848,641,否,否,高雄站,120.31,22.62,5.54,105,High Risk
371,高雄市鳳山區鳳西國民小學,高雄市鳳山區,和興里,光華東路100號,120.358728,22.61715,1711,是,否,高雄站,120.31,22.62,5.01,105,High Risk
372,高雄市鳳山區忠孝國民小學,高雄市鳳山區,國富里,新富路630號,120.349428,22.617854,1898,否,否,高雄站,120.31,22.62,4.05,105,High Risk
373,高雄市立苓雅國民中學,高雄市苓雅區,華堂里,四維三路176號,120.30541,22.618047,945,是,否,高雄站,120.31,22.62,0.52,105,High Risk
374,忠義里里辦公處2樓,高雄市大寮區,忠義里,商協福利路59-1號,120.382478,22.618515,20,否,否,高雄站,120.31,22.62,7.44,105,High Risk
375,中興里社區活動中心,高雄市大寮區,中興里,文化路2巷2號,120.387461,22.618811,25,否,否,高雄站,120.31,22.62,7.95,105,High Risk
376,高雄市苓雅區福康國民小學,高雄市苓雅區,福康里,漢陽街17號,120.32935,22.618957,1764,是,否,高雄站,120.31,22.62,1.99,105,High Risk
377,黃埔營區,高雄市鳳山區,誠正里,維武路1號,120.3656,22.6192,600,是,否,高雄站,120.31,22.62,5.71,105,High Risk
378,高雄市立忠孝國民中學,高雄市鳳山區,國隆里,國泰路2段81號,120.346448,22.619923,1800,否,否,高雄站,120.31,22.62,3.74,105,High Risk
379,新濱營區,高雄市鼓山區,維生里,鼓山一路1號,120.2745,22.6202,230,是,否,高雄站,120.31,22.62,3.64,105,High Risk
380,高雄市政府社會局安琪兒家園,高雄市苓雅區,晴朗里,四維三路2號9樓,120.312,22.6205,3,是,否,高雄站,120.31,22.62,0.21,105,High Risk
381,高雄市政府社會局陽光家園,高雄市苓雅區,晴朗里,四維三路2號9樓,120.312,22.6205,3,是,否,高雄站,120.31,22.62,0.21,105,High Risk
382,高雄市苓雅區五權國民小學,高雄市苓雅區,林德里,三多二路100號,120.324166,22.62062,582,是,否,高雄站,120.31,22.62,1.46,105,High Risk
384,高雄市立高雄高級女子中學,高雄市前金區,博孝里,五福三路122號,120.2927,22.6209,1145,是,否,高雄站,120.31,22.62,1.78,105,High Risk
385,高雄市鹽埕區光榮國民小學,高雄市鹽埕區,育仁里,大智路150號,120.288,22.621,200,是,否,高雄站,120.31,22.62,2.26,105,High Risk
386,謝府元帥廟,高雄市大寮區,前庄里,前庄路49號,120.393778,22.621389,50,否,否,高雄站,120.31,22.62,8.6,105,High Risk
387,高雄市鹽埕區忠孝國民小學,高雄市鹽埕區,河濱里,大智路71號,120.2852,22.6216,563,是,否,高雄站,120.31,22.62,2.55,105,High Risk
388,沙鹿幼兒園埔子分班,臺中市沙鹿區,埔子里,正義路218號,120.3381,22.6219,116,是,否,高雄站,120.31,22.62,2.89,105,High Risk
389,高雄市苓雅區四維國民小學,高雄市苓雅區,林富里,青年一路103號,120.312653,22.623092,2236,是,否,高雄站,120.31,22.62,0.44,105,High Risk
390,翁園里社區活動中心,高雄市大寮區,翁園里,翁園路79之1號,120.408663,22.623246,60,否,否,高雄站,120.31,22.62,10.13,105,High Risk
391,高雄市大寮區翁園國民小學,高雄市大寮區,翁園里,翁園路79號,120.408663,22.623246,400,否,否,高雄站,120.31,22.62,10.13,105,High Risk
392,高雄市鼓山區鼓山國民小學,高雄市鼓山區,惠安里,臨海二路50號,120.2713,22.6236,745,是,否,高雄站,120.31,22.62,3.99,105,High Risk
393,高雄市立鹽埕國民中學,高雄市鹽埕區,育仁里,新樂街46號,120.2879,22.6236,300,是,否,高雄站,120.31,22.62,2.3,105,High Risk
394,高雄市鹽埕區鹽埕國民小學,高雄市鹽埕區,江南里,五福四路183號,120.2829,22.6237,100,是,否,高雄站,120.31,22.62,2.81,105,High Risk
395,高雄市鳳山區大東國民小學,高雄市鳳山區,南興里,大東一路1號,120.362625,22.623852,367,否,否,高雄站,120.31,22.62,5.42,105,High Risk
396,高雄市苓雅區福東國民小學,高雄市苓雅區,福祥里,福德三路96號,120.3269,22.6241,1087,是,否,高雄站,120.31,22.62,1.79,105,High Risk
397,高雄市立新興高級中學,高雄市新興區,玉衡里,五福二路218號,120.304,22.6244,1091,是,否,高雄站,120.31,22.62,0.79,105,High Risk
398,鹽埕區公所11樓大禮堂,高雄市鹽埕區,光明里,大仁路6號8樓,120.2868,22.6248,50,是,否,高雄站,120.31,22.62,2.44,105,High Risk
399,高雄市鳳山區鳳山國民小學,高雄市鳳山區,興仁里,中山路231號,120.356507,22.624823,873,是,否,高雄站,120.31,22.62,4.8,105,High Risk
400,鳳山區公所大禮堂,高雄市鳳山區,縣口里,經武路30號,120.3592,22.6252,200,是,否,高雄站,120.31,22.62,5.08,105,High Risk
401,高雄市立鳳山國民中學,高雄市鳳山區,瑞竹里,中山東路227號,120.372009,22.625285,2327,是,否,高雄站,120.31,22.62,6.39,105,High Risk
402,高雄市立高雄高級高商職業學校,高雄市新興區,浩然里,五福二路3號,120.3095,22.6257,1036,是,否,高雄站,120.31,22.62,0.64,105,High Risk
403,高雄市前金區前金國民小學,高雄市前金區,國民里,大同二路61號,120.293922,22.626351,1564,否,否,高雄站,120.31,22.62,1.79,105,High Risk
