序號,避難收容處所名稱,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,預計收容人數,室內,室外,最近AQI站點,最近AQI站點經度,最近AQI站點緯度,距離(km),最近AQI值,風險等級
2945,義民祠,南投縣埔里鎮,南村里,南村路8-1號,120.9446,23.9638,30,是,否,台中站,120.67,24.14,34.08,75,Low Risk
2949,虎山國小禮堂,南投縣草屯鎮,山腳里,新生路76號,120.6809,23.9648,200,是,否,台中站,120.67,24.14,19.51,75,Low Risk
2952,春陽活動中心,南投縣仁愛鄉,春陽村,3鄰龍山巷67-1號,121.211132,23.965785,100,是,否,花蓮站,121.6,23.97,39.51,30,Low Risk
2954,太清宮,南投縣草屯鎮,新厝里,太平路二段114號,120.739,23.9669,30,是,否,台中站,120.67,24.14,20.48,75,Low Risk
2956,泰安里集會所,南投縣埔里鎮,泰安里,民族二街58號,120.9756,23.9671,50,是,否,台中站,120.67,24.14,36.5,75,Low Risk
2957,平林里集會所,南投縣草屯鎮,平林里,健行路65巷31號,120.7397,23.9673,100,是,否,台中站,120.67,24.14,20.47,75,Low Risk
2959,石川里集會所,南投縣草屯鎮,石川里,石川路37-37號,120.7451,23.968,100,是,否,台中站,120.67,24.14,20.59,75,Low Risk
2960,西門里集會所,南投縣埔里鎮,西門里,中正路511號,120.9643,23.9681,50,是,否,台中站,120.67,24.14,35.47,75,Low Risk
2962,親愛村活動中心,南投縣仁愛鄉,親愛村,高平路4號,121.107902,23.968466,100,是,否,台中站,120.67,24.14,48.38,75,Low Risk
2963,御史里舊集會所,南投縣草屯鎮,御史里,東山路27號,120.6685,23.9686,50,是,否,台中站,120.67,24.14,19.06,75,Low Risk
2966,土城國小禮堂,南投縣草屯鎮,土城里,中正路189號,120.6763,23.9691,200,是,否,台中站,120.67,24.14,19.01,75,Low Risk
2967,坪頂國小禮堂,南投縣草屯鎮,坪頂里,南坪路40-2號,120.6657,23.9692,200,是,否,台中站,120.67,24.14,19.0,75,Low Risk
2969,敦和國小禮堂,南投縣草屯鎮,敦和里,敦和路72-6號,120.668,23.9698,200,是,否,台中站,120.67,24.14,18.93,75,Low Risk
2972,慈恩社區活動中心,南投縣埔里鎮,枇杷里,九成街46號,120.9598,23.9712,50,是,否,台中站,120.67,24.14,34.9,75,Low Risk
2975,石川社區活動中心,南投縣草屯鎮,石川里,石川路46-10號,120.6606,23.9719,50,是,否,台中站,120.67,24.14,18.72,75,Low Risk
2976,加老里集會所,南投縣草屯鎮,加老里,加老路268號,120.6837,23.972,50,是,否,台中站,120.67,24.14,18.73,75,Low Risk
2977,大城社區活動中心,南投縣埔里鎮,大城里,大城路18號,120.9589,23.9721,50,是,否,台中站,120.67,24.14,34.77,75,Low Risk
2980,虎山社區活動中心,南投縣埔里鎮,大湳里,虎耳一街40號,120.9777,23.9734,120,是,否,台中站,120.67,24.14,36.32,75,Low Risk
2983,恆吉活動中心,南投縣埔里鎮,大城里,大城路259號,120.9498,23.9736,60,是,否,台中站,120.67,24.14,33.9,75,Low Risk
2987,親愛國小萬大分校,南投縣仁愛鄉,親愛村,大安路87號,121.127976,23.974175,200,是,否,花蓮站,121.6,23.97,47.96,30,Low Risk
2988,雙冬社區活動中心,南投縣草屯鎮,雙冬里,中正路83-1號,120.7039,23.9749,100,是,否,台中站,120.67,24.14,18.68,75,Low Risk
2993,蜈蚣里集會所,南投縣埔里鎮,蜈蚣里,蜈蚣路36號,120.9897,23.9767,50,是,否,台中站,120.67,24.14,37.19,75,Low Risk
2994,南村里集會所,南投縣埔里鎮,南村里,中山路四段373號,120.919707,23.976883,70,否,否,台中站,120.67,24.14,31.17,75,Warning
2995,碧洲社區活動中心,南投縣草屯鎮,碧洲里,立人路763巷59號,120.6864,23.9773,100,是,否,台中站,120.67,24.14,18.17,75,Low Risk
2997,敦和里集會所,南投縣草屯鎮,敦和里,仁愛街156號,120.7005,23.9778,50,是,否,台中站,120.67,24.14,18.3,75,Low Risk
3002,山腳社區活動中心,南投縣草屯鎮,山腳里,信洋街40號,120.7257,23.9788,20,是,否,台中站,120.67,24.14,18.8,75,Low Risk
3003,碧峰里集會所,南投縣草屯鎮,碧峰里,碧峰路135巷6號,120.7177,23.9789,100,是,否,台中站,120.67,24.14,18.56,75,Low Risk
3005,房里里集會所,南投縣埔里鎮,房里里,房里路7-1號,120.9493,23.9791,40,是,否,台中站,120.67,24.14,33.53,75,Low Risk
3006,南埔將軍廟文教中心,南投縣草屯鎮,南埔里,中正路288-41號,120.6982,23.9797,100,是,否,台中站,120.67,24.14,18.05,75,Low Risk
3008,旭光高中禮堂,南投縣草屯鎮,富寮里,中正路568-23號,120.6866,23.9799,200,是,否,台中站,120.67,24.14,17.88,75,Low Risk
3009,富寮里集會所,南投縣草屯鎮,富寮里,富頂路一段267號,120.6947,23.9801,20,是,否,台中站,120.67,24.14,17.96,75,Low Risk
3010,平林國小禮堂,南投縣草屯鎮,平林里,健行路65巷90號,120.721,23.9801,200,是,否,台中站,120.67,24.14,18.52,75,Low Risk
3011,新庄里集會所,南投縣草屯鎮,新庄里,芬草路二段342號,120.6806,23.9803,50,是,否,台中站,120.67,24.14,17.79,75,Low Risk
3012,上林老人活動中心,南投縣草屯鎮,上林里,草溪路599巷2弄8號,120.6799,23.9804,60,是,否,台中站,120.67,24.14,17.78,75,Low Risk
3013,北山國中,南投縣國姓鄉,北山村,中正路4段157號,120.8736,23.9805,50,是,否,台中站,120.67,24.14,27.24,75,Low Risk
3014,北山國小1甲-6甲與6間專科教室,南投縣國姓鄉,北山村,中正路4段19之1號,120.8939,23.9808,50,是,否,台中站,120.67,24.14,28.81,75,Low Risk
3015,籃城社區活動中心,南投縣埔里鎮,籃城里,籃城路21號,120.9567,23.981,100,是,否,台中站,120.67,24.14,34.06,75,Low Risk
3016,加興宮,南投縣草屯鎮,加老里,加老南路282-1號,120.6872,23.9813,30,是,否,台中站,120.67,24.14,17.73,75,Low Risk
3017,龍泉宮,南投縣草屯鎮,北勢里,玉屏巷24-2號,120.7911,23.9815,20,是,否,台中站,120.67,24.14,21.49,75,Low Risk
3018,碧峰國小禮堂,南投縣草屯鎮,碧峰里,立人路439號,120.6775,23.9817,200,是,否,台中站,120.67,24.14,17.62,75,Low Risk
3019,南天宮,南投縣國姓鄉,北山村,中正路4段160-1號,120.8724,23.9817,50,是,否,台中站,120.67,24.14,27.06,75,Low Risk
3020,嘉長宮,南投縣草屯鎮,加老里,加老東路68號,120.7911,23.9818,30,是,否,台中站,120.67,24.14,21.46,75,Low Risk
3024,敦和宮,南投縣草屯鎮,敦和里,敦和路74號,120.664,23.9835,200,是,否,台中站,120.67,24.14,17.41,75,Low Risk
3026,中原國小禮堂,南投縣草屯鎮,中原里,坪腳巷20號,120.7428,23.984,200,是,否,台中站,120.67,24.14,18.86,75,Low Risk
3028,永和宮,南投縣草屯鎮,中原里,中和路57-1號,120.6638,23.9841,20,是,否,台中站,120.67,24.14,17.35,75,Low Risk
3029,永安宮,南投縣草屯鎮,北勢里,玉屏路129號,120.7951,23.9847,20,是,否,台中站,120.67,24.14,21.44,75,Low Risk
3031,坪頂社區活動中心,南投縣草屯鎮,坪頂里,南坪路29號,120.7206,23.9852,30,是,否,台中站,120.67,24.14,17.96,75,Low Risk
3037,守成社區活動中心,南投縣埔里鎮,牛眠里,守城二巷1號,120.9863,23.9872,50,是,否,台中站,120.67,24.14,36.33,75,Low Risk
3038,草屯國中禮堂,南投縣草屯鎮,炎峰里,虎山路808號,120.7183,23.9876,200,是,否,台中站,120.67,24.14,17.64,75,Low Risk
3039,富功國小禮堂,南投縣草屯鎮,富寮里,中正路567號,120.6624,23.9877,200,是,否,台中站,120.67,24.14,16.95,75,Low Risk
3040,中原里集會所,南投縣草屯鎮,中原里,中和路57號,120.7183,23.9879,100,是,否,台中站,120.67,24.14,17.61,75,Low Risk
3046,向善里集會所,南投縣埔里鎮,向善里,向善路75號,120.9253,23.9887,40,是,否,台中站,120.67,24.14,30.9,75,Low Risk
3050,北投里新集會所,南投縣草屯鎮,北投里,北投路185號,120.6913,23.9892,100,是,否,台中站,120.67,24.14,16.91,75,Low Risk
3051,大石社區活動中心,南投縣國姓鄉,大石村,中正路3段235之3號,120.8616,23.9893,50,是,否,台中站,120.67,24.14,25.68,75,Low Risk
3052,新豐里集會所,南投縣草屯鎮,新豐里,稻香路56號,120.6894,23.9909,60,是,否,台中站,120.67,24.14,16.7,75,Low Risk
3053,忠孝國小,南投縣埔里鎮,牛眠里,守城路28號,120.9798,23.991,180,是,是,台中站,120.67,24.14,35.55,75,Low Risk
3054,御史里新集會所,南投縣草屯鎮,御史里,登輝路163號,120.7643,23.9911,150,是,否,台中站,120.67,24.14,19.13,75,Low Risk
3056,雙冬國小禮堂,南投縣草屯鎮,雙冬里,中正路34-7號,120.6722,23.9922,200,是,否,台中站,120.67,24.14,16.44,75,Low Risk
3057,鎮立幼兒園,南投縣草屯鎮,復興里,復興路475號,120.7624,23.9923,100,是,否,台中站,120.67,24.14,18.91,75,Low Risk
3059,坪頂里集會所,南投縣草屯鎮,坪頂里,南坪路40-1號,120.7423,23.9927,100,是,否,台中站,120.67,24.14,17.95,75,Low Risk
3066,集仙宮,南投縣草屯鎮,北投里,史館路集仙巷17弄16號,120.6496,23.9938,30,是,否,台中站,120.67,24.14,16.39,75,Low Risk
3070,紫雲宮,南投縣草屯鎮,雙冬里,中正路83號,120.6679,23.9951,20,是,否,台中站,120.67,24.14,16.11,75,Low Risk
3071,新庄國小禮堂,南投縣草屯鎮,新庄里,新庄三路32號,120.7173,23.9957,200,是,否,台中站,120.67,24.14,16.75,75,Low Risk
3072,朝陽宮,南投縣草屯鎮,北投里,史館路239號,120.7173,23.9958,30,是,否,台中站,120.67,24.14,16.74,75,Low Risk
3077,碧洲里集會所,南投縣草屯鎮,碧洲里,碧峰路669巷21號,120.6568,23.9984,30,是,否,台中站,120.67,24.14,15.8,75,Low Risk
3081,富寮社區活動中心,南投縣草屯鎮,富寮里,富頂路一段103號,120.6757,23.9999,30,是,否,台中站,120.67,24.14,15.59,75,Low Risk
3083,德安市民活動中心,新北市新店區,德安里,安康路二段183巷13-4號,121.0,24.0,22,是,否,台中站,120.67,24.14,36.94,75,Low Risk
3088,復興里集會所,南投縣草屯鎮,復興里,復興路432-1號,120.6665,24.0007,100,是,否,台中站,120.67,24.14,15.49,75,Low Risk
3090,北勢里集會所,南投縣草屯鎮,北勢里,玉屏路129-1號,120.6564,24.0012,100,是,否,台中站,120.67,24.14,15.5,75,Low Risk
3091,聯合里辦公處,南投縣草屯鎮,炎峰里,炎峰街青年巷1號,120.6501,24.0013,60,是,否,台中站,120.67,24.14,15.55,75,Low Risk
3092,楓林活動中心,南投縣仁愛鄉,南豐村,楓林路56號,121.067987,24.001311,50,是,否,台中站,120.67,24.14,43.25,75,Low Risk
3101,昭德堂,南投縣埔里鎮,史港里,西安路二段397號,120.9571,24.0056,50,是,否,台中站,120.67,24.14,32.76,75,Low Risk
3104,史港里集會所,南投縣埔里鎮,史港里,宣安路27號,120.9575,24.0067,70,是,否,台中站,120.67,24.14,32.74,75,Low Risk
3105,史港國小,南投縣埔里鎮,史港里,獅子路9號,120.9575,24.0067,130,是,是,台中站,120.67,24.14,32.74,75,Low Risk
3108,帝君廟活動中心,南投縣埔里鎮,一新里,永興路29號,120.9321,24.0068,30,是,否,台中站,120.67,24.14,30.45,75,Low Risk
3109,南豐村眉溪天主堂,南投縣仁愛鄉,南豐村,中正路14號,121.095971,24.00694,100,否,否,台中站,120.67,24.14,45.71,75,Warning
3111,利河伯社福基金會附設私立基督仁愛之家,南投縣埔里鎮,福興里,福興路146巷48號,120.9756,24.0074,30,是,否,台中站,120.67,24.14,34.35,75,Low Risk
3112,福興里集會所,南投縣埔里鎮,福興里,福興路54-4號,120.9756,24.0074,50,是,否,台中站,120.67,24.14,34.35,75,Low Risk
3116,柑林社區活動中心,南投縣國姓鄉,大石村,中正路3段235之1號,120.8488,24.0097,50,是,否,台中站,120.67,24.14,23.23,75,Low Risk
3117,福龜社區北玄宮,南投縣國姓鄉,福龜村,富久巷21之3號,120.8169,24.0098,30,是,否,台中站,120.67,24.14,20.79,75,Low Risk
3120,福龜國小1甲-6甲與2間專科教室,南投縣國姓鄉,福龜村,長壽巷83號,120.823,24.0114,50,是,否,台中站,120.67,24.14,21.11,75,Low Risk
3130,"育樂國小1甲-6甲與2間專科教室,圖書室,禮堂",南投縣國姓鄉,柑林村,中正路2段85號,120.8459,24.0173,50,是,否,台中站,120.67,24.14,22.47,75,Low Risk
3134,仁愛國小,南投縣仁愛鄉,大同村,山農巷5號,121.133046,24.02061,300,是,否,花蓮站,121.6,23.97,47.77,30,Low Risk
3137,穀豐宮,南投縣國姓鄉,福龜村,長壽巷34-1號,120.8269,24.0222,50,是,否,台中站,120.67,24.14,20.62,75,Low Risk
3142,受鎮宮,南投縣埔里鎮,廣成里,西安路三段88號,120.9498,24.025,100,是,否,台中站,120.67,24.14,31.15,75,Low Risk
3143,廣成里社區活動中心,南投縣埔里鎮,廣成里,西安路3段88號,120.9498,24.025,100,是,否,台中站,120.67,24.14,31.15,75,Low Risk
3145,仁愛國中,南投縣仁愛鄉,大同村,信義巷28號,121.137109,24.02587,100,是,否,花蓮站,121.6,23.97,47.43,30,Low Risk
3152,乾峰國小1甲-6甲與4間專科教室,南投縣國姓鄉,乾溝村,西東巷1之1號,120.8246,24.0279,20,是,否,台中站,120.67,24.14,20.04,75,Low Risk
3157,春陽國小,南投縣仁愛鄉,春陽村,5鄰永樂巷58號,121.148717,24.02827,100,是,否,花蓮站,121.6,23.97,46.3,30,Low Risk
3159,乾溝義民祠,南投縣國姓鄉,乾溝村,中西巷36號,120.8141,24.0293,20,是,否,台中站,120.67,24.14,19.12,75,Low Risk
3160,乾溝社區活動中心,南投縣國姓鄉,乾溝村,西東巷1之1號,120.824,24.0294,50,是,否,台中站,120.67,24.14,19.89,75,Low Risk
3168,太平社區活動中心,南投縣埔里鎮,合成里,西安路167巷3弄7號,120.924,24.0345,50,是,否,台中站,120.67,24.14,28.33,75,Low Risk
3171,精英村辦公處,南投縣仁愛鄉,精英村,中華巷18-1號,121.185665,24.035156,80,是,否,花蓮站,121.6,23.97,42.71,30,Low Risk
3172,合成社區活動中心,南投縣埔里鎮,合成里,西安路三段221號,120.9247,24.0363,40,是,否,台中站,120.67,24.14,28.31,75,Low Risk
3174,國姓社區活動中心,南投縣國姓鄉,國姓村,民族路40號,120.855,24.0376,50,是,否,台中站,120.67,24.14,21.96,75,Low Risk
3180,國姓國小活動中心,南投縣國姓鄉,國姓村,國姓路311號,120.8567,24.0396,50,是,否,台中站,120.67,24.14,22.0,75,Low Risk
3188,國姓國中禮堂,南投縣國姓鄉,長豐村,東三巷36之1號,120.8585,24.0423,200,是,否,台中站,120.67,24.14,22.0,75,Low Risk
3189,護國宮,南投縣國姓鄉,石門村,國姓路207-5號,120.8616,24.0425,50,是,否,台中站,120.67,24.14,22.27,75,Low Risk
3213,北港村集會所,南投縣國姓鄉,北港村,國姓路31-12號,120.913738,24.057935,50,是,否,台中站,120.67,24.14,26.37,75,Low Risk
3218,楞嚴宮,南投縣國姓鄉,長福村,大長路592-1號,120.8777,24.0591,30,是,否,台中站,120.67,24.14,22.92,75,Low Risk
3219,合作國小學生活動中心,南投縣仁愛鄉,合作村,平生路23號,121.1922,24.0595,300,是,否,花蓮站,121.6,23.97,42.6,30,Low Risk
3226,碧雲宮,南投縣國姓鄉,北港村,北圳巷26-1號,120.9248,24.0626,50,是,否,台中站,120.67,24.14,27.26,75,Low Risk
3230,淨蓮禪寺,南投縣國姓鄉,北港村,長北路53-2號,120.8979,24.0637,100,是,否,台中站,120.67,24.14,24.64,75,Low Risk
3233,互助村中原活動中心,南投縣仁愛鄉,互助村,原名路169號,120.972709,24.066472,200,是,否,台中站,120.67,24.14,31.79,75,Low Risk
3234,德林念佛寺,南投縣國姓鄉,北港村,北原路48之1號,120.9364,24.0666,150,是,否,台中站,120.67,24.14,28.24,75,Low Risk
3237,長流國小1甲-6甲及2間專科教室,南投縣國姓鄉,長流村,大長路559號,120.8763,24.0667,50,是,否,台中站,120.67,24.14,22.47,75,Low Risk
3243,長流社區活動中心,南投縣國姓鄉,長流村,大長路427號,120.8762,24.0708,100,是,否,台中站,120.67,24.14,22.3,75,Low Risk
3250,奉天宮,南投縣國姓鄉,大旗村,大長路307-1號,120.8776,24.0739,30,是,否,台中站,120.67,24.14,22.32,75,Low Risk
3251,松崗活動中心,南投縣仁愛鄉,大同村,博望巷42號,121.170939,24.074957,100,否,否,花蓮站,121.6,23.97,45.11,30,Low Risk
3253,長豐社區活動中心,南投縣國姓鄉,長豐村,東三巷36之1號,120.8711,24.0774,30,是,否,台中站,120.67,24.14,21.57,75,Low Risk
3256,德鹿谷長老教會,南投縣仁愛鄉,合作村,和氣巷49號,121.26806,24.080452,80,是,否,花蓮站,121.6,23.97,35.88,30,Low Risk
3259,合作活動中心,南投縣仁愛鄉,合作村,平生路56號,121.215808,24.083307,60,是,否,花蓮站,121.6,23.97,41.0,30,Low Risk
3281,"長福國小1甲-6甲,音樂室,圖書室",南投縣國姓鄉,長福村,大長路71號,120.888,24.0927,50,是,否,台中站,120.67,24.14,22.74,75,Low Risk
3292,農特產品產銷中心,南投縣仁愛鄉,新生村,山林巷175之18號,121.030694,24.099167,200,是,否,台中站,120.67,24.14,36.89,75,Low Risk
3348,發祥活動中心,南投縣仁愛鄉,發祥村,瑞和路1-1號,121.160619,24.115564,100,是,否,花蓮站,121.6,23.97,47.46,30,Low Risk
3365,梅村長老教會,南投縣仁愛鄉,發祥村,西門巷7號,121.11075,24.121767,100,是,否,台中站,120.67,24.14,44.77,75,Low Risk
3396,紅葉國小梅林分校,南投縣仁愛鄉,發祥村,慈峰巷40號,121.184631,24.131465,100,是,否,花蓮站,121.6,23.97,45.84,30,Low Risk
3440,力行國小,南投縣仁愛鄉,力行村,新望洋67號,121.189375,24.148371,200,是,否,花蓮站,121.6,23.97,46.17,30,Low Risk
3476,紅葉國小,南投縣仁愛鄉,發祥村,仁盛路42號,121.176707,24.159312,300,是,否,花蓮站,121.6,23.97,47.86,30,Low Risk
3487,溫泉部落鄰長家,南投縣仁愛鄉,力行村,7鄰溫泉巷18號,121.180117,24.163778,50,是,否,花蓮站,121.6,23.97,47.77,30,Low Risk
3508,基督長老教會,南投縣仁愛鄉,力行村,1鄰7號,121.196369,24.172426,100,否,是,花蓮站,121.6,23.97,46.75,30,Low Risk
3509,力行活動中心,南投縣仁愛鄉,力行村,3鄰62號,121.196369,24.172426,100,是,否,花蓮站,121.6,23.97,46.75,30,Low Risk
3510,大洋部落真耶穌教會,南投縣仁愛鄉,力行村,新望洋5鄰128號,121.196369,24.172426,100,是,否,花蓮站,121.6,23.97,46.75,30,Low Risk
3537,翠華村華崗活動中心,南投縣仁愛鄉,,,121.199899,24.180665,100,是,否,花蓮站,121.6,23.97,46.89,30,Low Risk
3581,榮興村辦公處,南投縣仁愛鄉,榮興村,碧綠巷27號,121.300253,24.210441,40,是,否,花蓮站,121.6,23.97,40.5,30,Low Risk
1929,蔦松國小,雲林縣水林鄉,松中村,松中村蔦松路213號　,120.2297,23.514,300,是,否,嘉義站,120.45,23.48,22.78,55,Low Risk
1931,中興國小,雲林縣水林鄉,　埔村,瓊埔村瓊埔路48號　,120.2101,23.5145,100,是,否,嘉義站,120.45,23.48,24.76,55,Low Risk
1949,蔦松國中,雲林縣水林鄉,松北村,松北村蔦松路1-1號　,120.2304,23.5217,500,是,否,嘉義站,120.45,23.48,22.87,55,Low Risk
1951,景陽宮,雲林縣水林鄉,松北村,松北村松東路24號,120.2364,23.5235,300,是,否,嘉義站,120.45,23.48,22.31,55,Low Risk
1953,水井活動中心,雲林縣口湖鄉,水井村,152號,120.179136,23.524732,100,是,否,嘉義站,120.45,23.48,28.06,55,Low Risk
1966,文光國小湖口分校,雲林縣口湖鄉,湖口村,30號,120.164704,23.530488,150,是,否,嘉義站,120.45,23.48,29.63,55,Low Risk
1971,後厝社區活動中心,雲林縣口湖鄉,後厝村,8鄰110號,120.195009,23.536117,200,是,否,嘉義站,120.45,23.48,26.74,55,Low Risk
1973,和安國小,雲林縣水林鄉,溪墘村,溪墘村溪墘厝41號,120.2654,23.5379,150,是,否,嘉義站,120.45,23.48,19.89,55,Low Risk
1974,文正國小,雲林縣水林鄉,山腳村,山腳村蕃東路1號　,120.2248,23.5392,300,是,否,嘉義站,120.45,23.48,23.89,55,Low Risk
1982,文光國小,雲林縣口湖鄉,梧南村,文光路100號,120.189714,23.54171,100,是,否,嘉義站,120.45,23.48,27.41,55,Low Risk
1986,梧南社區活動中心,雲林縣口湖鄉,梧南村,文光路56之1號,120.190082,23.544428,80,是,否,嘉義站,120.45,23.48,27.45,55,Low Risk
1988,宜梧國中,雲林縣口湖鄉,梧南村,光明路1號,120.189073,23.545737,500,是,否,嘉義站,120.45,23.48,27.59,55,Low Risk
1989,梧北社區活動中心,雲林縣口湖鄉,梧北村,復興路175-6號,120.19025,23.548496,100,是,否,嘉義站,120.45,23.48,27.56,55,Low Risk
1998,安龍宮活動中心,雲林縣口湖鄉,成龍村,89號,120.161817,23.555266,100,否,否,嘉義站,120.45,23.48,30.55,55,Warning
2003,朝陽國小,雲林縣北港鎮,扶朝里,扶朝76號,120.285,23.557,100,是,否,嘉義站,120.45,23.48,18.88,55,Low Risk
2019,尖山國小,雲林縣水林鄉,大山村,大山村大山路6號,120.2229,23.5603,100,是,否,嘉義站,120.45,23.48,24.82,55,Low Risk
2035,台興國小,雲林縣口湖鄉,台子村,台興路130號,120.142412,23.562312,400,是,否,嘉義站,120.45,23.48,32.67,55,Low Risk
2038,北港國中,雲林縣北港鎮,南安里,民生路102號,120.2992,23.5657,300,是,否,嘉義站,120.45,23.48,18.09,55,Low Risk
2039,大興國小,雲林縣水林鄉,大溝村,大溝村大溝路1號　,120.2105,23.5663,300,是,否,嘉義站,120.45,23.48,26.24,55,Low Risk
2041,南陽國小,雲林縣北港鎮,南安里,光明路59號,120.301,23.5665,500,是,否,嘉義站,120.45,23.48,17.98,55,Low Risk
2043,文光國小過港分校,雲林縣口湖鄉,過港村,119號,120.192722,23.567432,300,是,否,嘉義站,120.45,23.48,27.97,55,Low Risk
2046,朝天宮厚生大樓,雲林縣北港鎮,光民里,厚生路15號,120.305,23.568,1000,是,否,嘉義站,120.45,23.48,17.73,55,Low Risk
2053,水林國中,雲林縣水林鄉,水北村,水北村水林路104號,120.2474,23.5728,500,是,否,嘉義站,120.45,23.48,23.09,55,Low Risk
2054,水燦林國小,雲林縣水林鄉,水北村,水北村水林路6號,120.2469,23.573,300,是,否,嘉義站,120.45,23.48,23.15,55,Low Risk
2055,水林鄉公所,雲林縣水林鄉,水北村,水北村水林路12號　,120.246,23.5732,100,是,否,嘉義站,120.45,23.48,23.24,55,Low Risk
2059,建國國中,雲林縣北港鎮,華勝里,大同路468號,120.2956,23.5741,500,是,否,嘉義站,120.45,23.48,18.9,55,Low Risk
2061,金湖國小,雲林縣口湖鄉,港東村,民主路15號,120.154157,23.574448,100,是,否,嘉義站,120.45,23.48,31.94,55,Low Risk
2062,巨人中學,雲林縣北港鎮,樹腳里,大同路647號,120.2889,23.5748,200,是,否,嘉義站,120.45,23.48,19.52,55,Low Risk
2064,崇文國小,雲林縣口湖鄉,蚵寮村,崇文路二段285號,120.176942,23.575009,500,是,否,嘉義站,120.45,23.48,29.78,55,Low Risk
2065,港西避難所,雲林縣口湖鄉,港西村,海豐路2-6號,120.148339,23.575309,50,是,否,嘉義站,120.45,23.48,32.53,55,Low Risk
2066,港西龍台宮,雲林縣口湖鄉,港西村,三民路1號,120.147799,23.575331,100,是,否,嘉義站,120.45,23.48,32.58,55,Low Risk
2067,北港鎮公所,雲林縣北港鎮,新街里,北辰路1號,120.3024,23.576,100,是,否,嘉義站,120.45,23.48,18.45,55,Low Risk
2071,水燦林國小水林校區,雲林縣水林鄉,水北村,水北村文化路45號,120.2468,23.5769,300,是,否,嘉義站,120.45,23.48,23.35,55,Low Risk
2075,北辰國小,雲林縣北港鎮,新街里,成功路30號,120.3027,23.5776,1000,是,否,嘉義站,120.45,23.48,18.53,55,Low Risk
2079,北港高中,雲林縣北港鎮,新街里,成功路26號,120.3046,23.5784,1000,是,否,嘉義站,120.45,23.48,18.42,55,Low Risk
2080,樹腳社區活動中心　,雲林縣北港鎮,樹腳里,樹腳里大庄2-1號,120.2754,23.5787,200,是,否,嘉義站,120.45,23.48,20.91,55,Low Risk
2081,過溝社區活動中心,雲林縣北港鎮,樹腳里,樹腳里過溝42-2號,120.2737,23.5797,100,是,否,嘉義站,120.45,23.48,21.12,55,Low Risk
2083,北港農工,雲林縣北港鎮,新街里,太平路80號,120.309,23.5803,1000,是,否,嘉義站,120.45,23.48,18.19,55,Low Risk
2086,口湖鄉民眾服務站,雲林縣口湖鄉,湖東村,7鄰中正路一段112號,120.18544,23.582048,50,是,否,嘉義站,120.45,23.48,29.26,55,Low Risk
2087,口湖鄉公所,雲林縣口湖鄉,湖東村,中正路一段118號,120.185747,23.582642,50,否,否,嘉義站,120.45,23.48,29.26,55,Warning
2094,草嶺山莊,雲林縣古坑鄉,草嶺村,草嶺村56號,120.6966,23.5849,100,是,否,嘉義站,120.45,23.48,27.71,55,Low Risk
2097,口湖國小,雲林縣口湖鄉,湖東村,文明路103巷46號,120.183936,23.58672,100,是,否,嘉義站,120.45,23.48,29.61,55,Low Risk
2100,辰光國小,雲林縣北港鎮,新厝里,新厝49號,120.3182,23.5872,100,是,否,嘉義站,120.45,23.48,17.96,55,Low Risk
2101,口湖國中,雲林縣口湖鄉,湖東村,文明路133巷20號,120.184655,23.587604,100,是,否,嘉義站,120.45,23.48,29.58,55,Low Risk
2108,僑美國小,雲林縣北港鎮,草湖里,華勝路655號,120.302058,23.592941,100,是,否,嘉義站,120.45,23.48,19.63,55,Low Risk
2113,華南國小,雲林縣古坑鄉,華南村,華南路28號,120.5747,23.5964,50,是,是,嘉義站,120.45,23.48,18.14,55,Low Risk
2114,華山禾園,雲林縣古坑鄉,華山村,華山77號,120.5918,23.5964,40,是,否,嘉義站,120.45,23.48,19.4,55,Low Risk
2115,埔南社區活動中心,雲林縣口湖鄉,埔南村,外埔路126號,120.19068,23.597437,50,是,否,嘉義站,120.45,23.48,29.49,55,Low Risk
2118,保安宮,雲林縣口湖鄉,青蚶村,6鄰59號,120.161817,23.598224,50,是,否,嘉義站,120.45,23.48,32.19,55,Low Risk
2120,鄉村休閒農莊,雲林縣古坑鄉,華山村,華山89號,120.5873,23.5985,20,是,否,嘉義站,120.45,23.48,19.22,55,Low Risk
2123,好收國小,雲林縣北港鎮,好收里,好收里好收路20號,120.2802,23.5997,100,是,否,嘉義站,120.45,23.48,21.84,55,Low Risk
2126,頂湖國小,雲林縣口湖鄉,頂湖村,6鄰121號,120.179136,23.5999,100,是,否,嘉義站,120.45,23.48,30.66,55,Low Risk
2127,鎮安宮,雲林縣口湖鄉,頂湖村,6鄰109之2號,120.179136,23.5999,300,是,否,嘉義站,120.45,23.48,30.66,55,Low Risk
2133,山田民宿,雲林縣古坑鄉,華山村,華山109號,120.5797,23.6025,20,是,否,嘉義站,120.45,23.48,18.98,55,Low Risk
2138,宏仁國小,雲林縣水林鄉,灣東村,灣東村宏仁路30號,120.2398,23.6048,300,是,否,嘉義站,120.45,23.48,25.53,55,Low Risk
2139,碧清寺,雲林縣水林鄉,灣東村,灣東村宏仁路38號,120.2401,23.6051,350,是,否,嘉義站,120.45,23.48,25.52,55,Low Risk
